date,min,max,median,q1,q3,stdev,count
2022-04-27T00:00:00.000Z,4.18,14.85,7,6.2,8.02,1.39,562
2022-04-28T00:00:00.000Z,4.13,14.02,6.43,5.68,7.47,1.829,559
2022-04-29T00:00:00.000Z,3.45,16.39,9.05,6.45,11.4,2.824,563
2022-04-30T00:00:00.000Z,3.35,20.63,6.72,5.6,11.37,3.53,576
2022-05-01T00:00:00.000Z,2.6,14.48,5.95,5,7,1.557,514
2022-05-02T00:00:00.000Z,0.68,28.45,5.42,3.75,8.43,3.112,454
2022-05-03T00:00:00.000Z,1.75,19.98,5.53,3.8,9.88,3.863,527
2022-05-04T00:00:00.000Z,1.88,14.4,5.72,4.71,7.18,2.135,576
2022-05-05T00:00:00.000Z,1.45,13.1,5.07,4.15,6.22,1.918,561
2022-05-06T00:00:00.000Z,1.23,16.73,4.96,3.92,7.75,2.74,562
2022-05-07T00:00:00.000Z,2.65,20.1,5.75,4.7,7.15,1.913,579
2022-05-08T00:00:00.000Z,0.7,15.02,3.72,2.83,5.28,1.91,478
2022-05-09T00:00:00.000Z,0.65,18.38,2.63,1.9,3.4,1.702,519
2022-05-10T00:00:00.000Z,0.6,14.07,3.2,2.22,4.25,1.692,506
2022-05-11T00:00:00.000Z,0.9,14.65,2.67,2.08,3.47,1.615,503
2022-05-12T00:00:00.000Z,2.08,9.4,4.32,3.6,5.34,1.336,304
2022-05-13T00:00:00.000Z,3.63,19.63,8.5,5.88,10.4,2.875,522
2022-05-14T00:00:00.000Z,1.77,26.3,5.13,4,8.27,3.544,541
2022-05-15T00:00:00.000Z,2.25,15.55,6.32,4.88,7.93,2.248,538
2022-05-16T00:00:00.000Z,1.25,15.1,5.85,3.88,7.38,2.434,522
2022-05-17T00:00:00.000Z,2.2,19.23,5.62,4.59,6.85,2.657,516
2022-05-18T00:00:00.000Z,1.85,11.07,4.96,3.9,6.18,1.733,508
2022-05-19T00:00:00.000Z,1.35,16.63,3.75,3.09,4.71,1.638,521
2022-05-20T00:00:00.000Z,1.3,14.48,3.13,2.33,4.01,1.699,501
2022-05-21T00:00:00.000Z,0.7,37.08,3.15,2.1,5.6,4.413,527
2022-05-22T00:00:00.000Z,1.1,16.3,3.2,2,6.93,3.375,501
2022-05-23T00:00:00.000Z,1.05,23.92,7.5,5.81,8.86,3.543,521
2022-05-24T00:00:00.000Z,0,20.6,2.9,1.94,4.04,1.86,512
2022-05-25T00:00:00.000Z,0.1,11.07,1.7,1.05,2.54,1.277,497
2022-05-26T00:00:00.000Z,0.82,20.95,2.65,1.73,4.3,3.167,505
2022-05-27T00:00:00.000Z,1.35,10.63,3.65,2.84,5.25,1.802,489
2022-05-28T00:00:00.000Z,1.1,22.88,3.38,2.44,4.71,2.861,520
2022-05-29T00:00:00.000Z,1.1,20.42,4.09,3.12,5.24,2.22,452
2022-05-30T00:00:00.000Z,2.02,16.32,4.22,3.25,5.63,2.458,452
2022-05-31T00:00:00.000Z,1.3,23.25,4.22,3.2,6.35,2.958,473
2022-06-01T00:00:00.000Z,1.52,10.6,3.8,3.05,4.93,1.674,341
2022-06-02T00:00:00.000Z,1.88,16.57,3.88,2.8,5.07,2.621,144
2022-06-03T00:00:00.000Z,1.98,36.33,6.93,6.1,8.99,5.132,300
2022-06-04T00:00:00.000Z,2.5,47.17,7.47,6.37,10.09,4.944,429
2022-06-05T00:00:00.000Z,2.75,39.04,6.63,5.43,7.77,3.223,413
2022-06-06T00:00:00.000Z,1.7,11.13,4.95,3.75,5.6,1.483,287
2022-06-08T00:00:00.000Z,3.78,17.63,6.75,5.4,8.13,1.912,398
2022-06-09T00:00:00.000Z,2.29,11.95,5.75,5.03,6.85,1.351,499
2022-06-10T00:00:00.000Z,0.9,16.35,4.82,3.83,6.39,2.215,469
2022-06-11T00:00:00.000Z,0.9,8.82,3.15,2.47,4.15,1.419,463
2022-06-12T00:00:00.000Z,1.7,17.63,5.18,3.65,8.77,3.364,502
2022-06-13T00:00:00.000Z,2.45,22.9,6.8,4.38,10.23,4.216,472
2022-06-14T00:00:00.000Z,2.2,28.13,5.2,4.07,7.34,3.356,365
2022-06-15T00:00:00.000Z,1.8,16.55,4.96,3.35,7.65,2.865,486
2022-06-16T00:00:00.000Z,1.9,14,4.65,3.63,5.7,1.977,497
2022-06-17T00:00:00.000Z,2.15,16.7,4.8,3.78,6.03,2.507,434
2022-06-18T00:00:00.000Z,2.45,13.48,5.07,4.05,6.53,2.225,483
2022-06-19T00:00:00.000Z,2.45,19.27,5.15,4.4,7.5,2.523,440
2022-06-20T00:00:00.000Z,3.2,17.57,5.3,4.76,6.64,2.136,376
2022-06-21T00:00:00.000Z,4.03,15.82,6.69,5.75,9.48,2.607,342
2022-06-22T00:00:00.000Z,0.8,11.45,5.47,3.28,6.25,2.017,343
2022-06-23T00:00:00.000Z,1.1,4.22,2.15,1.73,2.7,0.673,82
2022-06-28T00:00:00.000Z,4.65,16.55,7.29,6.53,8.63,1.956,378
2022-06-29T00:00:00.000Z,2.63,19.25,6.43,5.3,7.47,1.926,558
2022-06-30T00:00:00.000Z,3.55,10.65,5.5,4.9,6.28,1.114,554
2022-07-01T00:00:00.000Z,2.58,11.2,5,4.03,6.07,1.402,550
2022-07-02T00:00:00.000Z,1.4,11.2,4,3.35,4.82,1.232,553
2022-07-03T00:00:00.000Z,1.42,11.52,3.65,3.05,4.7,1.683,530
2022-07-04T00:00:00.000Z,1.92,20.05,3.8,3.28,4.55,1.483,556
2022-07-05T00:00:00.000Z,1.83,17.23,4.42,3.78,5.27,1.251,528
2022-07-06T00:00:00.000Z,2.2,28.88,4.88,4,5.9,1.79,550
2022-07-07T00:00:00.000Z,3.17,12.3,5.6,4.72,6.4,1.511,371
2022-07-08T00:00:00.000Z,2.83,14.45,6.25,5.37,7.13,1.418,545
2022-07-09T00:00:00.000Z,3.55,12.15,6.03,5.09,7.18,1.542,526
2022-07-10T00:00:00.000Z,3.58,11.75,5.75,4.84,6.88,1.502,546
2022-07-11T00:00:00.000Z,3.45,52.85,6.57,5.13,8.11,3.957,545
2022-07-12T00:00:00.000Z,3.67,17.63,6.1,5.22,7.18,1.653,483
2022-07-13T00:00:00.000Z,3.38,11.6,6.7,5.68,7.57,1.543,506
2022-07-14T00:00:00.000Z,3.17,13.3,6.07,5,7.25,1.661,535
2022-07-15T00:00:00.000Z,2.04,15.45,5.15,4.43,6.15,2.144,515
2022-07-16T00:00:00.000Z,2.4,13.07,5.38,4.57,6.55,1.441,579
2022-07-17T00:00:00.000Z,4.97,5.75,5.3,4.98,5.68,0.349,4
2022-07-19T00:00:00.000Z,3.45,13.55,5.85,5.03,6.82,1.372,162
2022-07-20T00:00:00.000Z,3.75,13.23,6.2,5.32,7.55,1.609,567
2022-07-21T00:00:00.000Z,2.13,18.25,5.7,4.4,7.22,2.164,566
2022-07-22T00:00:00.000Z,0.93,10.82,3.71,2.8,5,1.671,538
2022-07-23T00:00:00.000Z,0.6,13.6,3.7,2.52,4.9,1.849,562
2022-07-24T00:00:00.000Z,0.8,9.73,2.52,1.9,3.67,1.331,527
2022-07-25T00:00:00.000Z,0.65,42.88,3.63,2.35,5.18,3.311,580
2022-07-26T00:00:00.000Z,2.22,15.73,5.43,4.5,6.22,1.525,571
2022-07-27T00:00:00.000Z,3.83,12.93,6.59,5.59,7.62,1.531,576
2022-07-28T00:00:00.000Z,4.25,17.13,6.9,5.93,7.88,1.717,555
2022-07-29T00:00:00.000Z,3.72,11.7,6.63,5.77,7.6,1.427,560
2022-07-30T00:00:00.000Z,3.85,9.55,5.68,5.09,6.47,1.035,227
2022-07-31T00:00:00.000Z,2.35,11.82,5.03,4.4,5.89,1.33,348
2022-08-01T00:00:00.000Z,3.03,16.6,6.47,5.07,8.55,2.3,510
2022-08-02T00:00:00.000Z,4.34,16.07,7.65,6.65,9.13,1.915,539
2022-08-03T00:00:00.000Z,2.58,17.17,7.55,6.03,8.69,2.172,554
2022-08-04T00:00:00.000Z,3.2,14.15,6.84,5.77,7.81,1.669,444
2022-08-05T00:00:00.000Z,3.58,15.63,8.4,7.2,9.75,1.948,565
2022-08-06T00:00:00.000Z,1.7,14.1,6.13,4.88,7.68,2.204,550
2022-08-07T00:00:00.000Z,1.63,12.73,5.63,4.5,6.5,1.821,431
2022-08-08T00:00:00.000Z,2.17,27.08,5.22,4.17,6.5,1.981,512
2022-08-09T00:00:00.000Z,4.15,16.39,7.55,6.6,9.44,2.285,563
2022-08-10T00:00:00.000Z,3.2,19.89,5.8,4.8,7.3,1.967,460
2022-08-11T00:00:00.000Z,3.3,7.18,4.78,4.09,5.38,0.851,98
2022-08-15T00:00:00.000Z,5.75,71.3,11.38,8.61,14.28,8.822,392
2022-08-16T00:00:00.000Z,5.47,39.45,9.69,7.82,12,4.365,582
2022-08-17T00:00:00.000Z,5.07,16.89,8.57,7.13,10.6,2.376,422
2022-08-18T00:00:00.000Z,3.88,30.27,7.28,6.3,8.52,2.396,451
2022-08-19T00:00:00.000Z,3.15,33.75,7.64,5.63,10.02,3.491,576
2022-08-20T00:00:00.000Z,2.38,15.52,5.78,4.93,6.65,1.542,532
2022-08-21T00:00:00.000Z,2.5,19.77,5.8,4.45,7.85,2.213,518
2022-08-22T00:00:00.000Z,4.13,14.85,8.35,7.14,9.98,2.115,333
2022-08-23T00:00:00.000Z,3.38,12.52,6.38,5.85,7.13,1.238,203
2022-08-25T00:00:00.000Z,2.08,23.15,6.43,4.48,8.06,2.784,425
2022-08-26T00:00:00.000Z,2.97,27.5,5.49,4.68,7.72,3.461,550
2022-08-27T00:00:00.000Z,2.95,30.5,5.88,4.95,7.93,4.115,533
2022-08-28T00:00:00.000Z,2.67,21.83,5.87,4.47,7.46,3.085,528
2022-08-29T00:00:00.000Z,3.08,21.35,5.53,4.3,8.07,2.879,523
2022-08-30T00:00:00.000Z,3.33,18.5,6.3,4.55,8.52,2.589,288
2022-09-20T00:00:00.000Z,3.13,61.17,7.4,5.5,10.06,5.156,365
2022-09-21T00:00:00.000Z,3.45,19.02,7.9,7.07,9.9,2.429,462
2022-09-22T00:00:00.000Z,4.15,17.73,8.15,6.6,9.55,2.284,231
2022-09-23T00:00:00.000Z,4.3,20.02,5.71,5.07,15,5.211,22
2022-09-24T00:00:00.000Z,3.45,8.02,4.38,3.9,4.93,0.913,55
2022-09-25T00:00:00.000Z,0.6,32.88,3.85,3.05,6.45,4.484,231
2022-09-26T00:00:00.000Z,1.85,9.18,2.88,2.42,3.5,1.38,83
2022-09-27T00:00:00.000Z,3.5,6.1,4.59,4.32,5.28,0.736,14
2022-09-28T00:00:00.000Z,6.93,8.23,7.75,6.93,8.23,0.537,3
2023-01-15T00:00:00.000Z,48.33,122.13,67.81,58.59,82.5,16.043,305
2023-01-16T00:00:00.000Z,33.58,125.82,83.58,69.34,94.25,18.703,496
2023-01-17T00:00:00.000Z,61.8,142.94,97.5,87.75,108.63,17.148,494
2023-01-18T00:00:00.000Z,41.15,149,94.3,74.65,106.45,21.206,433
2023-01-19T00:00:00.000Z,34.29,125.1,85.65,70.77,103.69,24.239,544
2023-01-20T00:00:00.000Z,37.1,138.57,86.26,60.13,99.45,25.071,522
2023-01-21T00:00:00.000Z,52.58,146.85,97.43,72.54,115.22,24.77,493
2023-01-22T00:00:00.000Z,27.52,91.57,43.55,37.49,57.87,14.277,557
2023-01-23T00:00:00.000Z,21.98,59.47,38.46,28.79,44.18,9.394,448
2023-01-24T00:00:00.000Z,20.77,72.95,37.47,29.59,50.42,11.453,513
2023-01-25T00:00:00.000Z,20.9,65.81,38.44,33,50.28,11.927,490
2023-01-26T00:00:00.000Z,21.1,80.5,43.8,34.49,60.78,16.106,520
2023-01-27T00:00:00.000Z,25.75,91.75,44.7,33.76,58.79,13.921,413
2023-01-28T00:00:00.000Z,23.52,144.77,66.38,35.28,115.45,38.567,518
2023-01-29T00:00:00.000Z,82.43,161.82,119.5,108.95,135.65,17.956,503
2023-01-30T00:00:00.000Z,48.6,121.68,73.59,64.28,83.28,16.312,495
2023-01-31T00:00:00.000Z,49.15,143.18,79.28,70.58,84.51,11.955,480
2023-02-01T00:00:00.000Z,34.47,119.3,77.7,70.03,83.18,12.898,509
2023-02-02T00:00:00.000Z,1.63,83.1,36.81,23.6,67,25.206,494
2023-02-03T00:00:00.000Z,0.98,32.75,6.5,2.5,10.71,6.795,385
2023-02-04T00:00:00.000Z,3.08,38.95,12.13,7.78,20.58,7.744,561
2023-02-05T00:00:00.000Z,18.75,63.03,39.75,24.78,52.36,13.814,477
2023-02-06T00:00:00.000Z,3.97,119,42.24,9.13,62.38,26.679,440
2023-02-07T00:00:00.000Z,2.4,31.25,8.77,6.89,11.84,5.107,457
2023-02-08T00:00:00.000Z,0.9,33.35,8.44,3.56,12.03,6.831,397
2023-02-09T00:00:00.000Z,4.72,36.17,11.05,7.63,21.4,8.154,455
2023-02-10T00:00:00.000Z,9.55,50.3,20.87,15.18,29.67,8.627,454
2023-02-11T00:00:00.000Z,10.7,69.59,24.08,18.98,29.45,9.223,434
2023-02-12T00:00:00.000Z,11.88,45.72,35.54,31.79,37.95,6.853,473
2023-02-13T00:00:00.000Z,1.95,73.38,23.59,14.3,32.36,13.833,376
2023-02-14T00:00:00.000Z,1.33,38.42,9.44,6.02,14.65,7.154,437
2023-02-15T00:00:00.000Z,4.95,69.9,25.16,21.38,28.1,8.124,330
2023-02-16T00:00:00.000Z,4.57,97.65,13.15,9.38,16.25,6.643,422
2023-02-17T00:00:00.000Z,4.68,29,9.03,6.44,14.33,5.716,392
2023-02-18T00:00:00.000Z,4.82,51.67,15.1,10.85,30.02,11.419,510
2023-02-19T00:00:00.000Z,9.55,31.13,15.88,13.93,17.64,3.6,435
2023-02-20T00:00:00.000Z,8.4,25.98,15.49,13.64,17.22,2.973,504
2023-02-21T00:00:00.000Z,1.77,18.5,7.95,5.72,10.45,3.441,499
2023-02-22T00:00:00.000Z,2.92,14.48,6.25,4.3,8.4,2.637,397
2023-02-23T00:00:00.000Z,1.35,25.1,9.05,7.63,11.63,3.592,378
2023-02-24T00:00:00.000Z,0.6,32.72,5.72,2.47,10.35,6.875,511
2023-02-25T00:00:00.000Z,4.63,53.38,16.84,9.68,29.08,13.047,410
2023-02-26T00:00:00.000Z,16.52,67.4,29.99,26.4,37.88,11.825,498
2023-02-27T00:00:00.000Z,20.73,76.81,38.29,30.58,46.5,12.322,508
2023-02-28T00:00:00.000Z,16.35,62.83,29.19,23.08,43,12.238,430
2023-03-01T00:00:00.000Z,15.73,90.88,40.7,33.08,47.51,12.381,528
2023-03-02T00:00:00.000Z,6.25,44.2,18.42,11.4,33.15,11.272,543
2023-03-03T00:00:00.000Z,6.88,78.43,20.43,14.13,32.6,12.104,406
2023-03-04T00:00:00.000Z,21.02,67.56,28.87,25.58,38.13,10.621,526
2023-03-05T00:00:00.000Z,8.48,41.88,16.6,12.52,20.92,4.578,542
2023-03-06T00:00:00.000Z,1.3,26,7.7,4.05,9.65,3.979,518
2023-03-07T00:00:00.000Z,1.3,36.85,4.53,2.92,8.4,4.637,507
2023-03-08T00:00:00.000Z,3.47,93.1,11.8,9.52,14.49,12.192,541
2023-03-09T00:00:00.000Z,6.78,83.5,15.19,10.8,24.9,11.355,466
2023-03-10T00:00:00.000Z,11.95,52.47,32.97,26.65,40.63,9.413,546
2023-03-11T00:00:00.000Z,4.7,45.33,9.55,7.63,15.45,6.646,538
2023-03-12T00:00:00.000Z,3.78,90.63,8.98,7.68,11.94,12.964,533
2023-03-13T00:00:00.000Z,5.2,36.13,9.43,7.9,16.17,7.084,526
2023-03-14T00:00:00.000Z,6.75,34.75,13.75,11.95,17.5,4.713,401
2023-03-15T00:00:00.000Z,3.6,32.13,12.8,9.23,15.05,5.404,548
2023-03-16T00:00:00.000Z,1.02,27.38,10.64,7.18,13.13,4.582,522
2023-03-17T00:00:00.000Z,4.63,59.9,20.13,12.55,28.02,14.444,539
2023-03-18T00:00:00.000Z,3.72,56.3,17.55,12.23,29.9,13.976,426
2023-03-19T00:00:00.000Z,0,47.88,11.01,4.01,22.88,10.983,512
2023-03-20T00:00:00.000Z,0.25,33.04,8.02,4.51,11.08,4.845,492
2023-03-21T00:00:00.000Z,3.53,22.23,8.5,6.9,10.5,3.422,526
2023-03-22T00:00:00.000Z,3.38,17.14,7.28,5.35,9.64,3.141,521
2023-03-23T00:00:00.000Z,5.07,26.65,11.74,9.44,14.55,4.229,534
2023-03-24T00:00:00.000Z,6.13,32.65,14.7,11.88,19.1,5.323,502
2023-03-25T00:00:00.000Z,4.84,30.17,12.52,9.73,19.8,5.576,503
2023-03-26T00:00:00.000Z,4.82,123.47,15.3,10.1,18.23,7.641,402
2023-03-27T00:00:00.000Z,1.4,30.17,7.38,4,9.02,6.003,459
2023-03-28T00:00:00.000Z,3,22.98,7.22,5.5,10.23,3.443,513
2023-03-29T00:00:00.000Z,1.33,9.05,4.07,3.55,5.18,1.261,445
2023-03-30T00:00:00.000Z,0.5,17,2.95,1.85,4.75,2.109,501
2023-03-31T00:00:00.000Z,0.73,46.03,4.63,3.08,6.85,6.246,495
2023-04-01T00:00:00.000Z,1.3,48.55,7.7,3.67,17.55,11.565,309
2023-04-02T00:00:00.000Z,4.65,73.56,13.67,7.88,55.84,24.35,424
2023-04-03T00:00:00.000Z,2.78,18.55,6.32,5.13,8.1,2.535,526
2023-04-04T00:00:00.000Z,1.58,30.25,7.25,4.15,9.44,5.327,564
2023-04-05T00:00:00.000Z,2.6,15.05,5.68,4.59,6.8,1.726,547
2023-04-06T00:00:00.000Z,1.65,14.7,4.5,3.42,5.84,1.925,585
2023-04-07T00:00:00.000Z,0.4,21.08,3.5,1.77,5.25,2.58,559
2023-04-08T00:00:00.000Z,1.1,22.83,4.38,2.88,5.7,2.225,577
2023-04-09T00:00:00.000Z,0.75,22.88,4.09,2.85,11.56,5.531,580
2023-04-10T00:00:00.000Z,4.7,39.22,10.52,7.87,20.11,7.453,477
2023-04-11T00:00:00.000Z,3.97,71.65,33.6,25.63,47.03,16.007,566
2023-04-12T00:00:00.000Z,0.88,25.1,6.72,3.45,9.34,3.964,576
2023-04-13T00:00:00.000Z,0.2,22.3,2.33,1.52,3.38,1.64,580
2023-04-14T00:00:00.000Z,0.7,33.7,3.38,2.13,8.73,5.728,575
2023-04-15T00:00:00.000Z,2.1,23.98,4.9,4,6.6,3.88,575
2023-04-16T00:00:00.000Z,2.5,17.13,6.45,4.95,8.57,2.794,584
2023-04-17T00:00:00.000Z,2.29,36.03,7.15,5.78,11.79,5.639,572
2023-04-18T00:00:00.000Z,2,38.7,6.9,4.55,8.59,3.346,580
2023-04-19T00:00:00.000Z,0.5,17.7,3.22,2.1,4.43,2.056,493
2023-04-20T00:00:00.000Z,0.6,17.7,5.2,3.85,6.88,2.473,589
2023-04-21T00:00:00.000Z,0.9,53.03,5.89,3.5,13.3,8.754,514
2023-04-22T00:00:00.000Z,1.67,19.25,4.28,3.2,6.1,2.891,502
2023-04-23T00:00:00.000Z,1.77,12.5,3.92,3.3,5.38,1.785,378
2023-04-24T00:00:00.000Z,2.63,28.1,8.73,6.18,10.6,4.511,576
2023-04-25T00:00:00.000Z,1.1,33.47,7.59,3.82,14.48,7.494,580
2023-04-26T00:00:00.000Z,1.63,16,4.72,3.47,7.99,2.921,560
2023-04-27T00:00:00.000Z,2.4,25,5.78,4.43,10.02,4.685,531
2023-04-28T00:00:00.000Z,1.05,17.39,7.55,5.56,9.03,3.168,401
2023-04-29T00:00:00.000Z,0.95,29.35,5.23,2.54,8.44,3.697,568
2023-04-30T00:00:00.000Z,1.38,19.89,4.13,2.8,5.23,2.28,416
2023-05-01T00:00:00.000Z,0.6,17.42,3.14,2.4,4.28,1.919,570
2023-05-02T00:00:00.000Z,0.6,21.88,2.29,1.4,3.5,1.889,566
2023-05-03T00:00:00.000Z,0.2,13.48,2.92,1.14,4.88,2.459,413
2023-05-04T00:00:00.000Z,1.02,31.08,3.67,2.65,4.93,4.027,577
2023-05-05T00:00:00.000Z,1.58,42.28,3.78,3.08,5.03,4.26,407
2023-05-06T00:00:00.000Z,1.98,22.55,4.8,3.95,6.82,4.168,570
2023-05-07T00:00:00.000Z,1.77,33.47,5.57,3.97,9.15,4.522,455
2023-05-08T00:00:00.000Z,0.85,13.63,3.08,2.45,3.97,1.414,561
2023-05-09T00:00:00.000Z,1.6,21.02,4.51,3.3,7.9,3.078,570
2023-05-10T00:00:00.000Z,1.63,26.58,4.3,3.2,7.63,2.824,574
2023-05-11T00:00:00.000Z,2,18.25,5.82,4.15,7.93,3.021,564
2023-05-12T00:00:00.000Z,2.8,24.83,6.57,4.8,9.4,3.612,579
2023-05-13T00:00:00.000Z,3.28,18.39,8.05,6.49,9.56,2.522,576
2023-05-14T00:00:00.000Z,0.3,13.4,2.63,1.73,3.72,1.52,580
2023-05-15T00:00:00.000Z,0.8,10.1,2.65,2,3.35,1.196,574
2023-05-16T00:00:00.000Z,0.45,19.39,2.52,1.9,3.72,2.373,457
2023-05-17T00:00:00.000Z,1.88,12.15,3.7,3,4.71,1.394,565
2023-05-18T00:00:00.000Z,3.2,81.63,6.72,4.93,14.77,8.253,574
2023-05-19T00:00:00.000Z,1.92,191.85,10.88,8.32,19.6,18.511,571
2023-05-20T00:00:00.000Z,0.9,58.63,7.78,5.13,10.75,8.691,583
2023-05-21T00:00:00.000Z,1.75,41.28,6.79,4.72,11.56,6.788,572
2023-05-22T00:00:00.000Z,3.47,48,6.5,5,10.18,9.927,219
2023-05-25T00:00:00.000Z,5.09,45.92,7.82,6.55,9.57,2.936,398
2023-05-26T00:00:00.000Z,4.5,22.33,8.8,7.5,12.02,3.258,422
2023-05-27T00:00:00.000Z,4.25,17.92,7.35,6.31,9.14,2.227,461
2023-05-28T00:00:00.000Z,3.9,21.3,7.43,6.6,8.5,1.775,492
2023-05-29T00:00:00.000Z,3.03,117.88,8.98,6.75,10.4,5.806,495
2023-05-30T00:00:00.000Z,2.1,20.92,5.93,4.96,10.03,4.23,573
2023-05-31T00:00:00.000Z,0.73,26,4.95,4.28,6.95,4.145,351
2023-06-01T00:00:00.000Z,2.9,23.17,6.07,4.87,8.59,2.898,557
2023-06-02T00:00:00.000Z,2.85,37.38,5.74,4.57,7.13,2.99,570
2023-06-03T00:00:00.000Z,2.45,17.14,9.23,7.81,11.5,2.876,456
2023-06-04T00:00:00.000Z,2.72,29.77,7.03,5.38,8.9,3.204,582
2023-06-05T00:00:00.000Z,4.72,30.52,9.18,7.7,11.18,3.171,566
2023-06-06T00:00:00.000Z,2.63,16.88,6.53,4.82,7.54,2.114,360
2023-06-07T00:00:00.000Z,2.15,14.57,4.3,3.55,5.3,1.366,578
2023-06-08T00:00:00.000Z,2.67,13.77,5.09,4.32,5.88,1.88,438
2023-06-09T00:00:00.000Z,1.52,12.57,4.94,4.2,6,1.54,574
2023-06-10T00:00:00.000Z,3.05,21.52,5.53,4.65,7.07,2.671,580
2023-06-11T00:00:00.000Z,3.92,30.35,8.9,6.28,12.59,4.299,584
2023-06-12T00:00:00.000Z,4,31.63,8.8,7.07,12.12,5.138,577
2023-06-13T00:00:00.000Z,3.95,38.04,9.39,7.44,12.46,3.952,572
2023-06-14T00:00:00.000Z,2.29,22.52,7.4,5.35,9.18,3.386,567
2023-06-15T00:00:00.000Z,2.38,19.2,7.25,5.75,9.18,2.869,576
2023-06-16T00:00:00.000Z,2.29,23.58,5.25,4.13,7.07,2.208,573
2023-06-17T00:00:00.000Z,1.3,17.45,5.7,4,7.1,2.647,576
2023-06-18T00:00:00.000Z,2.72,14.25,5.6,4.59,6.47,1.727,443
2023-06-19T00:00:00.000Z,2.54,24.95,6.24,4.93,7.85,3.087,378
2023-06-20T00:00:00.000Z,1.8,15.2,6.47,5.09,8.03,2.277,565
2023-06-21T00:00:00.000Z,0.8,23.17,3.74,2.52,4.96,3.03,576
2023-06-22T00:00:00.000Z,0.2,21.77,3.38,2.14,4.4,2.157,572
2023-06-23T00:00:00.000Z,0.45,44.83,5.27,3.4,7.95,9.077,568
2023-06-24T00:00:00.000Z,2.27,47.8,5.99,4.18,19.67,12.691,582
2023-06-25T00:00:00.000Z,2.63,15.55,4.9,4.09,6.28,2.141,588
2023-06-26T00:00:00.000Z,1.67,22.52,5.4,4.42,6.68,2.157,509
2023-06-27T00:00:00.000Z,1.9,21.92,4.4,3.4,5.75,2.788,577
2023-06-28T00:00:00.000Z,1.92,23.13,5.2,3.75,6.25,2.062,583
2023-06-29T00:00:00.000Z,3,20.9,6.03,4.97,7.35,1.926,583
2023-06-30T00:00:00.000Z,1.6,14.32,4.45,3.39,5.88,1.905,581
2023-07-01T00:00:00.000Z,1.27,27.33,3.25,2.45,4.32,2.623,375
2023-07-02T00:00:00.000Z,1.55,18.1,4.7,3.53,6.46,2.447,581
2023-07-03T00:00:00.000Z,3.7,17.88,7.15,6.07,8.35,2.112,556
2023-07-04T00:00:00.000Z,2.4,12.88,6.14,4.95,7.35,1.85,414
2023-07-05T00:00:00.000Z,2.8,13.82,5.25,4.63,6.19,1.654,540
2023-07-06T00:00:00.000Z,3.28,15.32,6.4,5.32,7.54,1.67,284
2023-07-07T00:00:00.000Z,3.97,14.27,6.65,5.93,7.65,1.473,518
2023-07-08T00:00:00.000Z,3.67,17.88,6.85,5.74,8.09,2.067,340
2023-07-09T00:00:00.000Z,3.25,21.75,7.88,6.27,10.42,3.419,369
2023-07-10T00:00:00.000Z,1,19.55,5.09,4.22,6.37,2.189,352
2023-07-11T00:00:00.000Z,0.4,17.64,4.03,2.47,5.55,2.478,538
2023-07-12T00:00:00.000Z,1.48,12.88,4.23,2.92,5.55,1.952,546
2023-07-13T00:00:00.000Z,2.5,16.67,6.2,4.9,7.5,1.873,558
2023-07-14T00:00:00.000Z,3.5,18.45,6.7,5.3,8.25,3.006,536
2023-07-15T00:00:00.000Z,3.3,16.88,6.17,5.46,7,1.524,576
2023-07-16T00:00:00.000Z,2.58,14.82,6.1,5.22,7,1.483,581
2023-07-17T00:00:00.000Z,1.85,13.93,4.22,3.34,5.4,1.741,385
2023-07-18T00:00:00.000Z,1.73,12.15,4.59,3.42,5.53,1.577,584
2023-07-19T00:00:00.000Z,2.58,15.4,5.44,4.63,6.6,1.776,472
2023-07-20T00:00:00.000Z,2.5,22.02,6.47,5.22,7.9,2.312,566
2023-07-21T00:00:00.000Z,2.5,16.52,6.4,4.84,7.72,2.279,580
2023-07-22T00:00:00.000Z,2.5,15.3,6.14,4.55,7.25,1.79,576
2023-07-23T00:00:00.000Z,4.07,11.52,7.2,6.19,8.09,1.357,581
2023-07-24T00:00:00.000Z,0.8,28.83,5.81,3.21,7.35,3.328,580
2023-07-25T00:00:00.000Z,1.27,75.68,4.8,3.64,5.9,7.991,585
2023-07-26T00:00:00.000Z,3.55,21.38,7.42,6.3,8.6,1.935,578
2023-07-27T00:00:00.000Z,4.03,19.23,8.94,6.82,10.68,3.041,575
2023-07-28T00:00:00.000Z,1,18.64,7.82,6.22,8.73,2.597,582
2023-07-29T00:00:00.000Z,0.68,19.6,5.05,3.24,7.15,3.713,581
2023-07-30T00:00:00.000Z,2.2,11.65,5,3.8,6.45,1.702,578
2023-07-31T00:00:00.000Z,1.92,15.2,5.24,3.99,6.69,1.928,548
2023-08-01T00:00:00.000Z,2.72,46.33,6.72,5.5,7.9,2.577,587
2023-08-02T00:00:00.000Z,3.17,34.38,7.5,6.22,9.51,4.499,569
2023-08-03T00:00:00.000Z,3.15,52.45,6.25,5.2,7.45,2.777,570
2023-08-04T00:00:00.000Z,1.6,8.73,3.63,3.08,4.38,1.158,580
2023-08-05T00:00:00.000Z,2.52,15.52,6.22,4.73,7.78,2.206,585
2023-08-06T00:00:00.000Z,3.55,16.48,5.95,5.15,7.31,1.611,581
